transaction_id,timestamp,amount,currency,merchant_category,is_fraud,customer_segment,credit_score
32,2025-03-05T17:05:00,166.87,GBP,healthcare,0,basic,537
33,2025-10-20T19:10:00,1701.45,USD,travel,0,student,492
34,2025-05-06T23:07:00,734.11,GBP,utilities,0,premium,536
35,2025-07-22T03:50:00,3974.59,USD,utilities,0,premium,465
36,2025-03-25T14:23:00,1266.13,GBP,retail,0,premium,607
37,2025-03-05T00:56:00,1429.29,GBP,travel,0,student,737
38,2025-02-02T11:10:00,3032.99,EUR,education,0,basic,335
39,2025-07-27T08:39:00,1134.34,USD,healthcare,0,basic,709
40,2025-07-17T22:57:00,3874.05,USD,utilities,0,premium,517
41,2025-04-21T08:10:00,4218.0,USD,entertainment,1,premium,506
42,2025-03-06T20:19:00,307.77,EUR,food,0,student,452
43,2025-01-21T01:32:00,1980.03,EUR,retail,0,standard,649
44,2025-07-05T15:58:00,3061.69,EUR,utilities,0,student,513
45,2025-12-28T03:27:00,3057.51,USD,food,0,standard,476
46,2025-11-09T05:41:00,2579.86,GBP,education,0,premium,540
47,2025-04-17T07:43:00,3525.4,EUR,utilities,0,standard,556
48,2025-06-25T18:21:00,2479.24,USD,education,0,premium,747
49,2025-01-11T06:59:00,251.29,EUR,food,0,basic,310
50,2025-10-17T09:12:00,3628.87,USD,food,0,standard,612
51,2025-09-09T06:28:00,280.19,USD,travel,0,premium,688
52,2025-01-12T10:56:00,1877.27,GBP,food,0,premium,329
53,2025-03-07T07:21:00,3104.22,USD,healthcare,1,premium,746
54,2025-02-23T23:23:00,2486.6,GBP,entertainment,0,basic,634
55,2025-12-12T03:17:00,2656.55,USD,retail,0,basic,404
56,2025-05-10T19:39:00,1216.66,EUR,healthcare,0,premium,568
57,2025-02-25T12:07:00,3688.93,EUR,entertainment,0,student,736
58,2025-06-17T07:38:00,3468.8,USD,travel,0,standard,369
59,2025-10-09T14:47:00,2451.18,GBP,retail,0,premium,385
60,2025-11-05T13:12:00,2117.7,GBP,healthcare,0,premium,320
61,2025-02-26T10:13:00,1019.58,GBP,retail,1,student,593
62,2025-03-27T04:52:00,3869.94,EUR,food,0,premium,617
63,2025-03-25T13:24:00,3159.6,USD,travel,0,basic,556
64,2025-12-06T08:46:00,619.52,GBP,utilities,0,basic,784
65,2025-07-05T09:38:00,2422.52,GBP,travel,0,basic,812
66,2025-05-21T05:29:00,1417.22,USD,travel,0,standard,663
67,2025-10-17T02:14:00,2779.59,USD,utilities,1,student,384
68,2025-01-14T02:27:00,2290.31,USD,retail,0,premium,547
69,2025-05-07T03:09:00,3657.38,GBP,travel,0,standard,391
70,2025-10-04T10:01:00,4828.61,USD,travel,0,premium,753
71,2025-11-09T15:34:00,3083.3,USD,travel,0,basic,537
72,2025-04-26T20:33:00,3024.9,GBP,entertainment,0,basic,480
73,2025-12-17T17:19:00,104.19,GBP,utilities,0,standard,746
74,2025-01-03T17:20:00,4775.25,GBP,travel,0,standard,636
75,2025-12-25T22:06:00,3633.93,EUR,retail,0,basic,733
76,2025-04-21T05:02:00,878.92,USD,entertainment,0,student,681
77,2025-10-21T12:16:00,526.79,USD,education,0,premium,568
78,2025-11-04T00:23:00,1953.12,GBP,food,0,basic,582
79,2025-07-05T04:42:00,4434.12,USD,travel,0,premium,820
80,2025-09-09T04:15:00,2057.4,GBP,food,0,student,693
81,2025-02-27T11:01:00,4481.39,USD,entertainment,0,student,608
82,2025-04-25T16:02:00,635.64,USD,travel,0,standard,663
83,2025-12-18T01:04:00,76.59,USD,healthcare,0,premium,761
84,2025-04-21T16:48:00,2291.61,GBP,healthcare,1,premium,525
85,2025-03-21T13:11:00,4440.92,GBP,entertainment,0,premium,333
86,2025-05-02T20:02:00,3433.09,GBP,entertainment,0,student,439
87,2025-05-19T11:44:00,4454.67,GBP,retail,0,basic,849
88,2025-04-22T13:43:00,1320.82,GBP,travel,0,premium,698
89,2025-12-14T23:16:00,4790.19,EUR,entertainment,1,standard,331
90,2025-12-09T07:11:00,4521.48,GBP,education,1,standard,606
91,2025-05-11T12:22:00,2006.39,EUR,travel,0,premium,459
92,2025-09-15T14:17:00,3679.61,EUR,healthcare,0,standard,635
93,2025-10-05T22:39:00,242.69,EUR,utilities,0,standard,778
94,2025-04-17T03:50:00,3438.69,EUR,education,0,basic,636
95,2025-04-23T02:05:00,1120.37,GBP,education,0,student,460
96,2025-04-23T13:14:00,1706.63,USD,retail,0,premium,782
97,2025-07-07T23:16:00,2189.38,GBP,retail,0,student,744
98,2025-06-09T23:10:00,3115.44,USD,entertainment,0,standard,795
99,2025-08-15T05:29:00,3433.62,EUR,utilities,0,student,775
100,2025-02-16T01:58:00,4511.74,EUR,food,0,student,311
101,2025-07-14T10:53:00,300.57,USD,food,0,premium,739
102,2025-09-25T00:07:00,632.97,GBP,food,0,standard,559
103,2025-01-12T22:03:00,4790.95,USD,retail,0,standard,518
104,2025-09-25T00:11:00,2307.21,EUR,travel,0,basic,645
105,2025-04-10T00:41:00,2260.13,USD,utilities,0,standard,709
106,2025-05-25T11:21:00,932.15,GBP,entertainment,0,basic,791
107,2025-11-16T00:30:00,144.87,GBP,utilities,0,premium,328
108,2025-07-23T11:44:00,4565.36,GBP,retail,0,basic,674
109,2025-10-11T21:17:00,4797.81,GBP,travel,0,standard,616
110,2025-09-03T02:42:00,2409.78,USD,healthcare,0,basic,698
111,2025-06-08T07:03:00,4188.98,GBP,travel,0,student,471
112,2025-11-01T10:20:00,954.55,EUR,entertainment,0,standard,473
113,2025-12-19T21:01:00,3282.49,USD,retail,0,basic,780
114,2025-03-02T04:18:00,3255.16,GBP,travel,0,standard,363
115,2025-04-09T13:59:00,566.35,GBP,retail,0,standard,301
116,2025-11-19T21:12:00,1584.63,EUR,travel,0,standard,519
117,2025-07-27T16:29:00,1405.02,USD,entertainment,0,basic,831
118,2025-01-23T06:55:00,1700.94,EUR,education,0,premium,339
119,2025-03-02T06:17:00,4309.07,EUR,retail,0,standard,316
120,2025-04-03T03:04:00,345.7,USD,healthcare,0,basic,680
121,2025-06-06T14:24:00,2998.24,EUR,food,0,student,628
122,2025-02-12T05:44:00,1555.96,EUR,utilities,0,standard,505
123,2025-01-17T17:20:00,3744.41,USD,utilities,0,basic,726
124,2025-12-07T03:02:00,818.44,USD,education,0,standard,433
125,2025-03-21T13:53:00,388.46,EUR,retail,0,standard,829
126,2025-09-01T21:39:00,2204.24,GBP,entertainment,0,basic,831
127,2025-08-05T17:49:00,3743.29,EUR,utilities,0,student,550
128,2025-09-20T03:56:00,677.06,GBP,retail,0,standard,840
129,2025-03-17T18:26:00,3802.65,EUR,education,1,student,490
130,2025-11-12T19:03:00,362.11,USD,education,0,basic,669
131,2025-03-05T20:49:00,2412.47,GBP,education,0,standard,651
132,2025-06-22T07:13:00,3340.78,EUR,food,0,premium,794
133,2025-12-19T04:30:00,1392.19,EUR,entertainment,0,standard,520
134,2025-10-10T00:33:00,2297.19,USD,education,0,student,430
135,2025-10-18T08:35:00,452.04,EUR,education,0,standard,849
136,2025-06-07T04:52:00,122.8,GBP,retail,0,student,612
137,2025-11-17T12:49:00,2921.67,GBP,healthcare,0,premium,385
138,2025-08-19T18:38:00,1844.42,EUR,travel,0,premium,422
139,2025-03-24T07:45:00,1423.28,GBP,food,0,student,345
140,2025-05-07T12:52:00,3345.89,EUR,education,0,standard,511
141,2025-10-03T02:24:00,921.91,EUR,healthcare,0,standard,737
142,2025-05-26T03:05:00,4450.82,EUR,education,0,standard,816
143,2025-02-03T12:15:00,2563.67,EUR,food,0,basic,742
144,2025-10-20T10:46:00,855.33,USD,healthcare,0,student,775
145,2025-08-09T11:44:00,1898.81,USD,utilities,0,standard,802
146,2025-09-22T17:01:00,2212.1,EUR,utilities,0,standard,395
147,2025-08-19T20:26:00,2400.17,USD,food,0,student,475
148,2025-03-21T07:20:00,1915.53,GBP,healthcare,0,premium,790
149,2025-01-25T06:26:00,2779.36,GBP,food,1,basic,849
150,2025-06-07T08:23:00,611.84,EUR,travel,0,student,461
151,2025-01-03T18:32:00,222.34,GBP,travel,0,basic,774
152,2025-01-28T23:02:00,2363.88,USD,education,0,student,636
153,2025-01-07T21:17:00,2859.3,GBP,utilities,0,student,334
154,2025-04-20T02:31:00,2651.1,USD,food,0,student,638
155,2025-02-16T16:07:00,2260.0,GBP,utilities,0,standard,359
156,2025-09-05T12:14:00,4074.45,EUR,healthcare,0,standard,321
157,2025-05-09T11:30:00,4041.62,EUR,entertainment,0,basic,398
158,2025-09-16T20:59:00,3607.29,USD,healthcare,0,standard,626
159,2025-01-01T22:08:00,2159.65,USD,travel,0,student,680
160,2025-04-25T23:04:00,1725.91,GBP,food,0,standard,410
161,2025-01-18T11:25:00,184.7,GBP,travel,0,standard,379
162,2025-04-22T01:18:00,486.98,USD,utilities,0,premium,608
163,2025-09-04T14:14:00,776.32,USD,education,0,premium,633
164,2025-09-09T13:04:00,1066.94,GBP,education,0,standard,652
165,2025-11-23T17:37:00,1348.08,EUR,education,0,premium,465
166,2025-10-02T02:56:00,1144.91,GBP,entertainment,0,student,756
167,2025-03-07T15:38:00,1684.96,EUR,education,0,premium,647
168,2025-07-09T07:19:00,1522.66,USD,food,0,premium,634
169,2025-10-11T18:54:00,977.03,USD,healthcare,0,standard,514
170,2025-01-19T01:46:00,4022.65,EUR,retail,0,student,564
171,2025-12-12T06:34:00,1119.35,EUR,food,0,basic,539
172,2025-02-11T01:00:00,3675.52,USD,utilities,0,premium,707
173,2025-03-08T17:36:00,4836.63,GBP,healthcare,0,basic,752
174,2025-10-14T04:16:00,2012.98,EUR,travel,0,basic,657
175,2025-08-28T19:38:00,2601.1,GBP,entertainment,0,standard,681
176,2025-04-19T23:59:00,2796.74,GBP,travel,0,basic,607
177,2025-05-12T06:16:00,872.4,USD,travel,0,student,498
178,2025-08-28T03:25:00,881.82,USD,entertainment,0,standard,354
179,2025-01-18T15:37:00,2717.81,GBP,food,0,premium,623
180,2025-08-17T07:37:00,1537.78,GBP,travel,0,basic,702
181,2025-02-04T03:29:00,863.27,USD,utilities,0,premium,449
182,2025-09-18T16:13:00,3563.24,EUR,food,0,premium,675
183,2025-06-09T03:04:00,972.08,EUR,healthcare,0,standard,631
184,2025-05-13T08:56:00,2661.48,GBP,entertainment,0,basic,301
185,2025-08-28T17:56:00,525.07,EUR,food,0,student,777
186,2025-06-03T12:11:00,2403.89,EUR,travel,0,student,492
187,2025-10-16T08:07:00,4294.07,GBP,healthcare,0,student,601
188,2025-03-26T14:34:00,1935.14,USD,utilities,0,premium,300
189,2025-02-19T00:03:00,2127.62,EUR,utilities,0,student,426
190,2025-09-21T04:28:00,3944.76,EUR,entertainment,0,standard,361
191,2025-08-01T08:02:00,4993.77,USD,entertainment,0,student,367
192,2025-06-07T22:57:00,1131.81,EUR,healthcare,0,basic,423
193,2025-09-09T22:01:00,305.11,GBP,food,0,premium,757
194,2025-08-19T21:34:00,908.27,USD,retail,0,basic,472
195,2025-12-03T14:25:00,949.52,GBP,travel,0,premium,472
196,2025-05-08T18:44:00,1945.04,USD,retail,0,premium,842
197,2025-10-11T20:38:00,2958.71,USD,food,0,basic,477
198,2025-06-03T03:08:00,3459.16,EUR,healthcare,0,standard,502
199,2025-05-16T23:46:00,2527.3,USD,food,0,student,610
200,2025-12-11T00:25:00,2793.47,USD,utilities,0,student,493
201,2025-02-05T09:27:00,2637.82,GBP,utilities,0,standard,658
202,2025-07-27T00:06:00,1451.62,GBP,education,0,student,790
203,2025-09-14T00:32:00,3992.08,EUR,food,0,premium,416
204,2025-11-06T01:32:00,1591.65,EUR,education,0,basic,717
205,2025-04-15T06:03:00,3864.3,GBP,food,0,standard,796
206,2025-06-08T20:27:00,1826.37,EUR,education,0,standard,437
207,2025-01-23T09:31:00,3373.22,GBP,education,0,standard,568
208,2025-11-25T00:35:00,4106.29,USD,entertainment,0,premium,770
209,2025-04-17T14:09:00,552.99,GBP,healthcare,0,student,371
210,2025-07-07T18:23:00,1782.6,USD,retail,0,basic,631
211,2025-01-24T14:28:00,1711.65,GBP,healthcare,0,standard,750
212,2025-07-13T03:17:00,4210.53,USD,food,0,standard,631
213,2025-12-11T19:48:00,3221.06,USD,travel,0,standard,545
214,2025-01-02T08:30:00,2999.61,GBP,entertainment,0,student,495
215,2025-05-23T20:42:00,3227.46,USD,retail,0,standard,754
216,2025-08-28T23:59:00,2874.5,GBP,utilities,0,basic,317
217,2025-11-24T12:52:00,1943.91,EUR,education,0,basic,343
218,2025-07-15T06:16:00,2104.51,USD,food,0,basic,709
219,2025-07-05T06:26:00,3161.47,USD,travel,0,student,474
220,2025-09-12T11:30:00,931.57,USD,food,0,basic,545
221,2025-07-04T09:04:00,1759.19,USD,retail,0,standard,574
222,2025-10-09T14:07:00,2241.04,GBP,education,0,standard,704
223,2025-09-01T04:44:00,3705.63,GBP,retail,0,student,467
224,2025-02-08T01:30:00,44.87,USD,utilities,0,basic,395
225,2025-01-04T10:20:00,4134.98,USD,healthcare,0,basic,476
226,2025-12-19T03:16:00,2253.72,GBP,healthcare,0,premium,839
227,2025-03-03T11:52:00,3440.6,GBP,food,0,premium,848
228,2025-02-11T12:01:00,2400.27,EUR,retail,0,student,406
229,2025-08-08T21:14:00,4199.79,USD,food,0,premium,602
230,2025-09-08T05:44:00,4343.09,EUR,education,0,premium,423
231,2025-10-27T11:35:00,1024.87,USD,travel,0,standard,415
232,2025-01-17T11:05:00,1673.53,USD,healthcare,0,basic,607
233,2025-11-19T19:42:00,4451.97,USD,food,0,standard,652
234,2025-04-18T20:38:00,2750.59,GBP,food,0,student,595
235,2025-09-26T10:18:00,2474.31,EUR,entertainment,0,basic,561
236,2025-10-07T07:16:00,4013.45,GBP,entertainment,0,basic,711
237,2025-08-01T04:30:00,1154.55,GBP,food,0,basic,675
238,2025-07-14T08:55:00,4676.08,EUR,food,0,standard,848
239,2025-07-18T14:39:00,2608.43,USD,entertainment,0,standard,754
240,2025-05-04T19:03:00,2052.83,EUR,healthcare,0,student,836
241,2025-10-21T15:07:00,4699.84,USD,travel,0,standard,634
242,2025-05-12T07:01:00,4689.42,USD,healthcare,0,standard,655
243,2025-06-15T18:56:00,2602.26,GBP,retail,0,student,624
244,2025-05-05T00:27:00,1655.33,USD,travel,0,premium,601
245,2025-03-17T15:37:00,1847.67,USD,entertainment,0,standard,416
246,2025-07-13T02:11:00,3417.17,USD,entertainment,0,student,833
247,2025-05-17T09:45:00,4344.43,GBP,education,0,student,745
248,2025-06-14T06:06:00,731.2,GBP,utilities,0,standard,823
249,2025-10-08T11:19:00,4288.97,EUR,healthcare,0,standard,599
250,2025-04-25T16:30:00,2337.48,EUR,retail,0,standard,415
251,2025-07-25T03:58:00,4559.98,GBP,healthcare,0,premium,511
252,2025-08-14T22:55:00,2732.78,EUR,healthcare,0,standard,782
253,2025-02-26T04:10:00,582.83,GBP,food,0,basic,634
254,2025-01-16T17:17:00,1641.55,USD,healthcare,0,standard,483
255,2025-05-19T13:48:00,4547.98,GBP,entertainment,0,premium,453
256,2025-04-16T09:46:00,2620.45,EUR,utilities,0,student,346
257,2025-08-23T06:48:00,3679.24,GBP,food,0,premium,322
258,2025-02-15T06:26:00,4349.41,EUR,healthcare,0,premium,389
259,2025-02-03T14:38:00,4183.61,GBP,travel,0,student,613
260,2025-06-13T17:16:00,3373.95,EUR,entertainment,0,premium,362
261,2025-01-18T09:43:00,2033.78,USD,healthcare,0,standard,508
262,2025-12-01T17:45:00,3463.02,USD,food,0,premium,636
263,2025-06-12T15:07:00,3760.39,USD,education,1,premium,674
264,2025-02-26T19:37:00,1888.84,EUR,healthcare,0,basic,666
265,2025-09-22T19:12:00,2253.08,USD,entertainment,0,premium,444
266,2025-11-06T00:26:00,278.35,GBP,retail,0,student,405
267,2025-11-08T20:46:00,4376.01,USD,healthcare,0,student,667
268,2025-04-12T06:07:00,2558.88,EUR,healthcare,0,basic,477
269,2025-07-06T18:39:00,3783.94,GBP,entertainment,0,premium,508
270,2025-07-26T03:02:00,4009.86,EUR,food,0,premium,524
271,2025-02-21T14:17:00,4940.57,EUR,food,0,standard,317
272,2025-08-01T02:04:00,4874.62,GBP,retail,0,premium,712
273,2025-03-09T07:01:00,470.93,USD,travel,0,standard,369
274,2025-08-16T13:15:00,1579.59,GBP,education,0,student,482
275,2025-02-16T22:51:00,3326.2,USD,healthcare,0,basic,478
276,2025-10-12T18:14:00,4925.26,EUR,utilities,0,standard,671
277,2025-09-28T06:18:00,612.76,USD,food,0,student,307
278,2025-01-03T23:49:00,3022.03,EUR,healthcare,0,premium,591
279,2025-10-09T04:01:00,876.04,GBP,utilities,0,student,452
280,2025-08-07T14:15:00,1514.58,GBP,travel,0,premium,570
281,2025-11-22T22:54:00,3822.44,EUR,education,0,standard,691
282,2025-02-15T04:31:00,2863.4,USD,education,0,student,785
283,2025-04-02T21:53:00,2332.24,USD,food,0,basic,849
284,2025-10-06T07:27:00,2360.57,USD,retail,0,standard,574
285,2025-09-04T20:04:00,859.84,EUR,utilities,0,premium,849
286,2025-02-28T16:45:00,1669.03,GBP,retail,0,student,394
287,2025-10-22T10:32:00,3400.57,GBP,retail,0,student,622
288,2025-12-24T09:18:00,337.03,EUR,retail,0,standard,429
289,2025-12-26T19:59:00,3839.34,EUR,retail,0,student,307
290,2025-01-18T19:27:00,799.62,USD,healthcare,0,student,729
291,2025-01-01T12:19:00,3633.32,USD,education,0,basic,629
292,2025-03-04T00:51:00,4182.08,GBP,healthcare,0,basic,506
293,2025-04-26T08:35:00,2125.06,EUR,education,0,standard,507
294,2025-11-19T16:39:00,1596.79,GBP,utilities,0,basic,839
295,2025-01-24T15:59:00,988.82,EUR,retail,0,premium,344
296,2025-12-16T22:45:00,1170.09,GBP,entertainment,0,premium,559
297,2025-04-26T05:56:00,790.69,USD,education,0,student,846
298,2025-05-21T09:23:00,1237.76,GBP,travel,0,premium,756
299,2025-08-27T12:24:00,3467.48,GBP,food,0,premium,694
300,2025-05-19T11:02:00,3720.59,GBP,entertainment,0,student,598
301,2025-12-10T18:28:00,1369.49,GBP,travel,0,premium,554
302,2025-04-25T01:37:00,1988.36,EUR,entertainment,0,basic,682
303,2025-03-17T15:30:00,1182.36,GBP,retail,0,student,429
304,2025-03-20T16:07:00,4586.59,USD,healthcare,0,basic,615
305,2025-07-19T01:55:00,63.06,USD,healthcare,0,standard,748
306,2025-07-07T19:15:00,1659.73,EUR,retail,0,premium,412
307,2025-11-14T04:38:00,3754.23,GBP,travel,0,premium,404
308,2025-06-25T23:50:00,2733.53,USD,healthcare,0,student,710
309,2025-10-27T15:36:00,770.37,EUR,utilities,0,premium,503
310,2025-09-17T19:38:00,2601.75,USD,travel,0,premium,772
311,2025-08-28T14:03:00,4982.04,EUR,healthcare,0,student,478
312,2025-08-19T20:15:00,2765.29,GBP,entertainment,0,basic,509
313,2025-03-04T05:06:00,541.71,USD,travel,0,standard,621
314,2025-12-04T02:39:00,2560.58,GBP,education,0,basic,448
315,2025-03-17T09:43:00,4710.18,EUR,entertainment,0,basic,309
316,2025-09-22T05:28:00,3499.56,EUR,retail,0,student,409
317,2025-05-23T09:09:00,2225.36,USD,utilities,0,student,474
318,2025-01-25T22:50:00,3297.24,GBP,retail,0,basic,638
319,2025-04-03T09:55:00,1595.8,EUR,food,0,basic,476
320,2025-03-23T19:58:00,2947.18,EUR,travel,0,standard,662
321,2025-10-06T18:45:00,1882.86,GBP,travel,0,student,522
322,2025-11-03T20:36:00,1833.64,GBP,retail,0,student,824
323,2025-03-19T01:20:00,863.03,EUR,retail,0,student,830
324,2025-08-01T11:32:00,4306.93,EUR,education,0,student,839
325,2025-06-11T13:56:00,760.95,EUR,retail,0,premium,334
326,2025-08-15T04:19:00,3550.24,GBP,travel,0,premium,534
327,2025-12-08T07:02:00,2848.51,GBP,education,0,basic,750
328,2025-06-15T23:13:00,1556.58,GBP,entertainment,0,basic,781
329,2025-04-18T20:25:00,1136.88,EUR,education,0,standard,778
330,2025-07-12T01:16:00,4371.93,GBP,travel,0,standard,847
331,2025-07-23T00:13:00,2052.32,USD,retail,0,standard,743
332,2025-07-17T22:27:00,2277.19,EUR,healthcare,0,basic,799
333,2025-01-13T01:28:00,3721.1,EUR,retail,0,basic,351
334,2025-06-19T07:03:00,1077.97,EUR,food,0,basic,451
335,2025-01-28T09:47:00,1223.64,USD,retail,0,basic,560
336,2025-10-17T03:17:00,3256.52,EUR,healthcare,0,premium,418
337,2025-02-25T07:01:00,3351.46,EUR,entertainment,0,standard,427
338,2025-05-03T15:33:00,2279.92,GBP,retail,0,premium,581
339,2025-04-09T10:37:00,398.56,GBP,utilities,0,premium,635
340,2025-06-14T01:23:00,201.24,EUR,entertainment,0,basic,594
341,2025-10-26T08:07:00,776.79,GBP,utilities,0,student,587
342,2025-06-16T02:06:00,2226.95,GBP,food,0,student,470
343,2025-11-25T17:45:00,1807.97,GBP,retail,0,standard,408
344,2025-05-14T22:26:00,3272.5,GBP,entertainment,0,premium,826
345,2025-12-16T23:10:00,4776.98,EUR,food,0,standard,443
346,2025-03-16T01:38:00,3690.55,USD,entertainment,0,premium,520
347,2025-07-21T22:39:00,2810.35,USD,utilities,0,standard,652
348,2025-07-05T22:14:00,840.82,USD,healthcare,0,basic,577
349,2025-05-28T05:39:00,2285.58,GBP,travel,0,basic,517
350,2025-07-15T08:05:00,2995.85,USD,food,0,student,354
351,2025-06-18T10:33:00,3587.57,EUR,travel,0,premium,659
352,2025-02-07T03:50:00,862.17,EUR,utilities,0,student,536
353,2025-05-25T09:33:00,4254.68,EUR,travel,0,basic,799
354,2025-12-08T20:20:00,2923.34,EUR,healthcare,0,basic,384
355,2025-05-15T07:27:00,173.35,EUR,utilities,0,student,556
356,2025-05-06T15:02:00,2893.03,USD,education,0,premium,826
357,2025-07-12T01:33:00,1935.98,GBP,food,0,basic,692
358,2025-03-05T21:30:00,840.64,USD,utilities,0,student,416
359,2025-02-02T11:28:00,2604.88,GBP,education,0,basic,749
360,2025-12-07T20:59:00,4612.52,GBP,entertainment,0,premium,415
361,2025-07-22T08:47:00,2651.8,EUR,utilities,0,student,314
362,2025-07-09T00:13:00,32.81,EUR,food,0,student,533
363,2025-09-19T19:00:00,2396.85,GBP,education,0,standard,524
364,2025-09-21T22:18:00,4634.75,EUR,education,0,basic,482
365,2025-06-27T04:47:00,3340.66,USD,food,0,basic,729
366,2025-12-24T09:51:00,1336.11,GBP,retail,0,student,697
367,2025-09-24T02:02:00,1045.47,GBP,education,0,standard,849
368,2025-11-22T04:14:00,2410.31,USD,utilities,0,basic,560
369,2025-03-25T13:45:00,1903.83,USD,travel,0,standard,361
370,2025-11-10T23:51:00,1654.19,GBP,travel,0,standard,799
371,2025-12-15T11:19:00,4330.58,USD,utilities,0,standard,773
372,2025-08-16T15:50:00,4853.4,USD,healthcare,0,standard,633
373,2025-12-14T05:03:00,2955.42,USD,utilities,0,student,571
374,2025-05-06T19:04:00,2328.24,EUR,utilities,0,standard,658
375,2025-01-05T17:55:00,2011.04,GBP,food,0,standard,640
376,2025-05-09T21:14:00,4388.89,GBP,education,0,student,562
377,2025-09-26T11:51:00,3539.46,GBP,food,0,student,313
378,2025-01-04T21:26:00,3938.21,EUR,retail,0,standard,607
379,2025-03-07T20:37:00,3923.43,GBP,entertainment,0,premium,593
380,2025-07-09T11:25:00,2495.6,USD,food,0,student,306
381,2025-01-20T23:51:00,516.03,EUR,entertainment,0,standard,493
382,2025-01-03T15:07:00,3807.32,USD,retail,0,premium,499
383,2025-07-27T23:23:00,4616.68,GBP,travel,0,basic,515
384,2025-05-10T17:57:00,2847.27,EUR,entertainment,0,premium,312
385,2025-12-07T20:11:00,634.48,EUR,utilities,0,student,530
386,2025-12-16T08:12:00,2347.9,USD,entertainment,0,basic,454
387,2025-01-09T15:45:00,4778.36,USD,healthcare,0,basic,562
388,2025-07-27T20:36:00,533.03,GBP,retail,0,basic,674
389,2025-08-01T02:05:00,2952.24,EUR,healthcare,0,student,517
390,2025-07-28T20:05:00,820.03,GBP,food,0,basic,425
391,2025-01-21T18:08:00,4993.84,GBP,entertainment,0,student,546
392,2025-02-01T11:16:00,3244.22,USD,healthcare,0,standard,597
393,2025-07-24T10:23:00,2897.0,EUR,entertainment,0,student,402
394,2025-07-09T05:09:00,2844.96,EUR,travel,1,student,678
395,2025-04-13T07:17:00,2191.41,USD,retail,0,standard,767
396,2025-12-20T07:55:00,1887.99,USD,food,0,premium,465
397,2025-03-22T11:09:00,1027.17,GBP,healthcare,0,basic,842
398,2025-12-08T22:28:00,4473.99,GBP,utilities,0,basic,669
399,2025-09-07T07:18:00,1730.24,GBP,retail,0,basic,556
400,2025-11-28T09:24:00,2488.41,EUR,travel,0,student,779
401,2025-03-20T22:30:00,3556.33,USD,healthcare,0,standard,508
402,2025-05-28T05:26:00,3697.58,GBP,food,0,basic,592
403,2025-02-16T19:40:00,3216.82,USD,entertainment,0,student,444
404,2025-02-27T16:48:00,1069.87,USD,utilities,0,student,807
405,2025-09-21T08:40:00,3748.27,EUR,travel,0,standard,561
406,2025-09-14T23:11:00,1490.57,USD,retail,0,student,766
407,2025-08-02T13:13:00,162.4,GBP,food,1,basic,730
408,2025-03-07T23:15:00,4693.2,GBP,travel,1,student,627
409,2025-12-03T23:22:00,241.82,GBP,food,0,basic,645
410,2025-08-12T17:55:00,1499.22,EUR,retail,0,basic,634
411,2025-07-15T04:28:00,961.25,EUR,entertainment,0,basic,756
412,2025-05-16T10:30:00,1817.38,GBP,travel,0,standard,689
413,2025-04-07T14:24:00,1539.78,USD,education,0,basic,714
